cia_id,cia_denominacion,indice_tiempo,titulos_pais_cotizacion_sin,titulos_pais_cotizacion_con,titulos_exterior,acciones_país_cotizacion_sin,acciones_país_cotizacion_con,acciones_exterior,fondos_comunes_inversion_pais,fondos_comunes_inversion_exterior,fideicomisos_pais,fideicomisos_exterior,obligaciones_negociables_pais,obligaciones_negociables_exterior,plazos_fijos_pais,plazos_fijos_exterior,prestamos_prendarios,prestamos_hipotecarios,prestamos_prevision_incobrabilidad,prestamos_sobre_polizas_vida,prestamos_sobre_valores,inversiones_pais_otras,inversiones_exterior_otras
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2019-10-01,,443471080.0,,,,,2099951442.0,,,,89376206.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2020-01-01,,493975686.0,,,,,2093107138.0,,,,118135440.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2020-04-01,,701711523.0,,,,,2757671661.0,,,,120740094.0,,,,,,,,,75650000.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2020-07-01,,1090751444.0,,,,,3895326957.0,,,,232078691.0,,,,,,,,,107872883.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2020-10-01,,1649125056.0,,,,,3847554969.0,,,,310349893.0,,,,,,,,,109577192.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2021-01-01,,1573368259.0,,,,,4262973468.0,,,,249607807.0,,,,,,,,,107277986.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2021-04-01,,1660813083.0,,,,,4637907606.0,,,,297361470.0,,,,,,,,,122916831.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2021-07-01,,1784379037.0,,,,,5371773833.0,,,,317314565.0,,,,,,,,,136504410.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2021-10-01,0.0,2094976801.0,0.0,0.0,0.0,0.0,5103982779.0,0.0,0.0,0.0,337578658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146043240.0,0.0
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2022-01-01,,3155419883.0,,,,,4955598586.0,,,,317669761.0,,,,,,,,,151860590.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2022-04-01,,3354210150.0,,,,,5619213469.0,,,,295955645.0,,,,,,,,,29887239.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2022-07-01,,3295138532.0,,,,,6414525060.0,,15000000.0,,400796324.0,,,,,,,,,39082001.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2022-10-01,,3879416637.0,,,,,8349877950.0,,18690000.0,,477982891.0,,,,,,,,,39082001.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2023-01-01,,4150978802.0,,,,,8995922677.0,,21000000.0,,1468151553.0,,,,,,,,,39081962.0,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2023-04-01,,5290330838.0,,,,,12021672991.0,,27120000.0,,1498231628.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2023-07-01,,6764762800.0,,,,,14308520909.0,,42045000.0,,2266217640.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2023-10-01,,14234438810.0,,,,,20043180280.0,,56760000.0,,4236405228.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2024-01-01,,18921170104.0,,,,,17437084481.0,,79830000.0,,7979735415.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2024-04-01,,15673048089.0,,,,,19855152274.0,,82170000.0,,11547433384.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2024-07-01,,26447630494.0,,,,,13922932562.0,,88230000.0,,6080835216.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2024-10-01,,26915999985.0,,,,,11397098164.0,,91545000.0,,1303500768.0,,,,,,,,,,
2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,2025-01-01,0.0,27141456870.0,0.0,0.0,0.0,0.0,8344275883.0,0.0,98385000.0,0.0,3785994336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SMG COMPAÑÍA ARGENTINA DE SEGUROS SAU,2025-04-01,0.0,36517324485.0,0.0,0.0,0.0,0.0,9222995752.0,0.0,100890000.0,0.0,3799068228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SMG COMPAÑÍA ARGENTINA DE SEGUROS SAU,2025-07-01,,33678874204.0,,,155676510.0,,16125889063.0,,102090000.0,,4062237408.0,,368397744.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2019-10-01,,34938885.0,,,,,182261961.0,,,,,,,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2020-01-01,,19689392.0,,,,,244271431.0,,,,,,,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2020-04-01,,17227467.0,,,,,233401576.0,,,,,,54000000.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2020-07-01,,18384764.0,,,,,245841988.0,,,,,,57269563.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2020-10-01,,20280573.0,,,,,250873620.0,,,,,,40903795.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2021-01-01,,22763561.0,,,,,289188344.0,,,,,,60269124.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2021-04-01,,25768716.0,,,,,333791124.0,,,,,,66107949.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2021-07-01,,28287263.0,,,,,293909146.0,,,,,,57286227.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2021-10-01,,31184038.0,,,,,373771876.0,,,,,,94818797.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2022-01-01,,34974739.0,,,,,1227199074.0,,,,,,503603009.0,,,,,,,,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2022-04-01,,51427254.0,,2.0,,,1131693708.0,,,,,,443649534.0,,,,,,,51427174.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2022-07-01,,52635836.0,,2.0,,,1348959135.0,,,,,,473319769.0,,,,,,,60392003.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2022-10-01,,63353582.0,,3.0,,,1450096540.0,,,,,,556016940.0,,,,,,,102106721.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2023-01-01,,60462619.0,,3.0,,,2471667275.0,,,,,,651850253.0,,,,,,,94475332.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2023-04-01,,112702710.0,,3.0,,,2390711572.0,,,,,,819378914.0,,,,,,,110330241.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2023-07-01,,125473295.0,,3.0,,,3026807904.0,,,,,,1239230527.0,,,,,,,117358717.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2023-10-01,,1048542556.0,,3.0,,,4024737548.0,,,,,,,,,,,,,119885233.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2024-01-01,,669942167.0,,3.0,,,4977787292.0,,,,,,673767123.0,,,1035894573.0,,,,96236199.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2024-04-01,,1632797298.0,,3.0,,,6081785198.0,,,,,,707991456.0,,,1112197615.0,,,,261480953.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2024-07-01,,1605873471.0,,3.0,,,7010282084.0,,,,,,1375178877.0,,,1195480114.0,,,,208444463.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2024-10-01,,2015718385.0,,3.0,,,8519805255.0,,,,,,1565197183.0,,,1283921363.0,,,,233334509.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2025-01-01,,3483349400.0,,3.0,,,9889854318.0,,,,,,1491274255.0,,,1349002255.0,,,,216925611.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2025-04-01,,5473043072.0,,3.0,,,12815820820.0,,,,,,1310835568.0,,,2720955710.0,,,,214465500.0,
6,EL SURCO COMPAÑÍA DE SEGUROS SOCIEDAD ANONIMA,2025-07-01,,5997269466.0,,3.0,,,11418986639.0,,,,,,3040880745.0,,,3149498766.0,,,,208547318.0,
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2019-10-01,0.0,105783144.0,0.0,0.0,0.0,0.0,83948231.0,0.0,19208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2020-01-01,0.0,71194478.0,0.0,0.0,0.0,0.0,79705979.0,0.0,24510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2020-04-01,0.0,127958895.0,0.0,0.0,0.0,0.0,96646746.0,0.0,21647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2020-07-01,0.0,181772370.0,0.0,0.0,0.0,0.0,105609788.0,0.0,20395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2020-10-01,0.0,168381604.0,0.0,0.0,0.0,0.0,104296716.0,0.0,19375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2021-01-01,0.0,142252401.0,0.0,0.0,0.0,0.0,137790927.0,0.0,18021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2021-04-01,0.0,163361814.0,0.0,0.0,0.0,0.0,126369956.0,0.0,14563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2021-07-01,0.0,171711238.0,0.0,0.0,0.0,0.0,111885997.0,0.0,12273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2021-10-01,0.0,170944788.0,0.0,0.0,0.0,0.0,130345030.0,0.0,22691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2022-01-01,0.0,153554301.0,0.0,0.0,0.0,0.0,178914140.0,0.0,20788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2022-04-01,0.0,140868232.0,0.0,0.0,0.0,0.0,235922194.0,0.0,18045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2022-07-01,0.0,155822223.0,0.0,0.0,0.0,0.0,262454359.0,0.0,13692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2022-10-01,0.0,214341718.0,0.0,0.0,0.0,0.0,285942228.0,0.0,11486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2023-01-01,0.0,268308860.0,0.0,0.0,0.0,0.0,458292046.0,0.0,13370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2023-04-01,0.0,381264062.0,0.0,0.0,0.0,0.0,642498979.0,0.0,11110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2023-07-01,0.0,584693425.0,0.0,0.0,0.0,0.0,878251728.0,0.0,8874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2023-10-01,0.0,1067668306.0,0.0,0.0,0.0,0.0,1495195142.0,0.0,8874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2024-01-01,0.0,1506641654.0,0.0,0.0,0.0,0.0,1737960136.0,0.0,9005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2024-04-01,0.0,2058145954.0,0.0,0.0,0.0,0.0,1751204966.0,0.0,9005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2024-07-01,0.0,1942237106.0,0.0,0.0,0.0,0.0,1786731817.0,0.0,35578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2024-10-01,0.0,2411687008.0,0.0,0.0,0.0,0.0,1725490516.0,0.0,35578.0,0.0,33745688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2025-01-01,0.0,2295117694.0,0.0,0.0,0.0,0.0,2385584965.0,0.0,35578.0,0.0,36856794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS  COMPAÑÍA DE SEGUROS S.A.,2025-04-01,0.0,2274032027.0,0.0,0.0,0.0,0.0,2595411047.0,0.0,35578.0,0.0,34194136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CAMINOS PROTEGIDOS COMPAÑÍA DE SEGUROS S.A.,2025-07-01,0.0,1768780221.0,0.0,0.0,0.0,0.0,3086605314.0,0.0,0.0,0.0,44564488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,SEGUROS GALICIA S.A.,2025-01-01,,86649476183.0,,324266727.0,,,22565425686.0,,65590000.0,,11812964449.0,,313963501.0,,,,,,,,
25,SEGUROS GALICIA S.A.,2025-04-01,,93623587717.0,,612819173.0,,,21657477610.0,,67260000.0,,24037053709.0,,2412686759.0,,,,,,,,
25,SEGUROS GALICIA S.A.,2025-07-01,,103364151528.0,,612819173.0,,,22901536436.0,,68060000.0,,26313239677.0,,7057605374.0,,,,,,,,
25,SEGUROS SURA S.A,2019-10-01,,4546231146.0,,17802695.0,,,1803261641.0,,1866618.0,,1290159504.0,,234441002.0,,,,,,,,
25,SEGUROS SURA S.A,2020-01-01,,4899439028.0,,17802695.0,,,1552744553.0,,0.0,,1511200121.0,,194806725.0,,,,,,,,128538000.0
25,SEGUROS SURA S.A,2020-04-01,,5409271000.0,,17802695.0,,,2181685298.0,,0.0,,1416499878.0,,709588748.0,,,,,,,,
25,SEGUROS SURA S.A,2020-07-01,,6773314147.0,,17935987.0,,,2077600910.0,,0.0,,1446843588.0,,734614552.0,,,,,,,,
25,SEGUROS SURA S.A,2020-10-01,,7317303762.0,,19023771.0,0.0,,2120525050.0,,0.0,,1870143933.0,,475185684.0,,,,,,,,
25,SEGUROS SURA S.A,2021-01-01,,7807170061.0,,21093365.0,,,2695710782.0,,,,2065189397.0,,189630559.0,,,,,,,,
25,SEGUROS SURA S.A,2021-04-01,,8895575277.0,,27747490.0,,,2424029016.0,,,,2106316718.0,,184210584.0,,,,,,,,
25,SEGUROS SURA S.A,2021-07-01,,9361485520.0,,28717720.0,,,2751448925.0,,,,2402428193.0,,201697141.0,,,,,,,,
25,SEGUROS SURA S.A,2021-10-01,,10015647271.0,,30235880.0,,,3286642558.0,,,,2373429765.0,,219415933.0,,,,,,,,
25,SEGUROS SURA S.A,2022-01-01,,10979283825.0,,30663726.0,,,3000428212.0,,,,2797110364.0,,242284204.0,,,,,,,,
25,SEGUROS SURA S.A,2022-04-01,,11769026600.0,,45200391.0,,,1524669748.0,,,,6498551321.0,,383414433.0,,,,,,,,
25,SEGUROS SURA S.A,2022-07-01,,13242889722.0,,46527658.0,,,2458009763.0,,10000000.0,,7680907572.0,,394693866.0,,,,,,,,
25,SEGUROS SURA S.A,2022-10-01,,13835181580.0,,48967008.0,,,3693674742.0,,11970000.0,,9356122382.0,,1516327894.0,,,,,,,,
25,SEGUROS SURA S.A,2023-01-01,,15165128518.0,,52018780.0,,,3695384254.0,,44834439.0,,11778630269.0,,882529795.0,,,,,,,,
25,SEGUROS SURA S.A,2023-04-01,,21189181637.0,,92193475.0,,,4495060660.0,,49067855.0,,13607733820.0,,708499056.0,,,,,,,,
25,SEGUROS SURA S.A,2023-07-01,,21017430665.0,,101196363.0,,,4610715522.0,,46125624.0,,22056917535.0,,3135521488.0,,,,,,,,
25,SEGUROS SURA S.A,2023-10-01,,46992608184.0,,113510441.0,,,10092086358.0,,33880000.0,,24077429926.0,,548349687.0,,,,,,,,
25,SEGUROS SURA S.A,2024-01-01,,51894725971.0,,141439467.0,,,14282146641.0,,53220000.0,,26363625590.0,,260596553.0,,,,,,,,
25,SUDAMERICANA SEGUROS GALICIA S.A.,2024-04-01,,51057525532.0,,324266727.0,,,18053140628.0,,54780000.0,,15814457252.0,,240326021.0,,,,,,,,
25,SUDAMERICANA SEGUROS GALICIA S.A.,2024-07-01,,71933777896.0,,324266727.0,,,12503138461.0,,58820000.0,,11318285715.0,,264791230.0,,,,,,,,
25,SUDAMERICANA SEGUROS GALICIA S.A.,2024-10-01,,79202610385.0,,324266727.0,,,16729492355.0,,61030000.0,,10925585721.0,,291768605.0,,,,,,,,
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2019-10-01,0.0,179850167.0,0.0,0.0,0.0,0.0,959829672.0,0.0,0.0,0.0,0.0,0.0,11973252.0,0.0,0.0,0.0,0.0,0.0,0.0,664600408.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2020-01-01,0.0,222446445.0,0.0,0.0,0.0,0.0,1137938276.0,0.0,0.0,0.0,0.0,0.0,13055165.0,0.0,0.0,0.0,0.0,0.0,0.0,736325746.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2020-04-01,0.0,134106550.0,0.0,0.0,0.0,0.0,1134467115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791838317.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2020-07-01,0.0,96348762.0,0.0,0.0,0.0,0.0,338877147.0,0.0,0.0,0.0,0.0,0.0,405264.0,0.0,0.0,0.0,0.0,0.0,0.0,743485683.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2020-10-01,0.0,104357241.0,0.0,0.0,0.0,0.0,316845706.0,0.0,0.0,0.0,0.0,0.0,555894.0,0.0,0.0,0.0,0.0,0.0,0.0,778713238.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2021-01-01,0.0,111657707.0,0.0,0.0,0.0,0.0,436757531.0,0.0,0.0,0.0,0.0,0.0,602263.0,0.0,0.0,0.0,0.0,0.0,0.0,782708066.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2021-04-01,0.0,116943551.0,0.0,0.0,0.0,0.0,359193327.0,0.0,0.0,0.0,0.0,0.0,653153.0,0.0,0.0,0.0,0.0,0.0,0.0,936776970.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2021-07-01,0.0,122039850.0,0.0,0.0,0.0,0.0,715462598.0,0.0,0.0,0.0,0.0,0.0,6766764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2021-10-01,0.0,126446001.0,0.0,0.0,0.0,0.0,822389296.0,0.0,0.0,0.0,0.0,0.0,2665151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,869736758.0,0.0,0.0,0.0,0.0,0.0,7209213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1224617626.0,0.0,0.0,0.0,0.0,0.0,528348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,935222691.0,0.0,0.0,0.0,0.0,0.0,590893.0,0.0,0.0,0.0,0.0,0.0,0.0,1529432325.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2749371687.0,0.0,15701850.0,0.0,0.0,0.0,654727.0,0.0,0.0,0.0,0.0,0.0,0.0,1529432325.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3629460981.0,0.0,10886145.0,0.0,0.0,0.0,662667.0,0.0,0.0,0.0,0.0,0.0,0.0,2364269285.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2563879055.0,0.0,6300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905413698.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,148005855.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7449584526.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,11083690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5047719814.0,0.0
32,BOSTON COMPAÑÍA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13199240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12901055404.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2019-10-01,0.0,7067178245.0,0.0,1048979694.0,0.0,0.0,6747750098.0,0.0,0.0,0.0,805361727.0,0.0,161239890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2020-01-01,0.0,7611506997.0,0.0,1230003650.0,0.0,0.0,7745159202.0,0.0,0.0,0.0,1136067829.0,0.0,61103327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2020-04-01,0.0,10709496830.0,0.0,1592309293.0,0.0,0.0,9472718141.0,0.0,0.0,0.0,927561438.0,0.0,306105034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2020-07-01,0.0,11199203080.0,0.0,1997402542.0,0.0,0.0,12168017983.0,0.0,0.0,0.0,1616079761.0,0.0,152019577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2020-10-01,0.0,10773073586.0,0.0,2067052118.0,0.0,0.0,11920727823.0,0.0,0.0,0.0,1684650694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2021-01-01,0.0,12000433121.0,0.0,2318575427.0,0.0,0.0,12445539591.0,0.0,0.0,0.0,1679075054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2021-04-01,0.0,13357338148.0,0.0,2637571527.0,0.0,0.0,13384576659.0,0.0,0.0,0.0,2160832611.0,0.0,310109589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2021-07-01,0.0,15142184636.0,0.0,2994588692.0,0.0,0.0,14499104548.0,0.0,0.0,0.0,2695480831.0,0.0,321452055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2021-10-01,0.0,17193802389.0,0.0,3324488119.0,0.0,0.0,14874673695.0,0.0,50775000.0,0.0,2813104163.0,0.0,332794520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2022-01-01,0.0,18949547604.0,0.0,3700822287.0,0.0,0.0,15778678012.0,0.0,57450000.0,0.0,2717078845.0,0.0,343890411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ALLIANZ ARGENTINA COMPAÑIA DE SEGUROS S.A.,2022-04-01,0.0,18252228821.0,0.0,3993025628.0,0.0,0.0,18729775449.0,0.0,62700000.0,0.0,3489411626.0,0.0,370172945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
